Date_Time,Sensor_Depth_feet
11/22/22 06:40:43 PM,0.128
11/22/22 06:55:43 PM,0.130
11/22/22 07:10:43 PM,0.133
11/22/22 07:25:43 PM,0.134
11/22/22 07:40:43 PM,0.125
11/22/22 07:55:43 PM,0.132
11/22/22 08:10:43 PM,0.131
11/22/22 08:25:43 PM,0.124
11/22/22 08:40:43 PM,0.122
11/22/22 08:55:43 PM,0.126
11/22/22 09:10:43 PM,0.127
11/22/22 09:25:43 PM,0.133
11/22/22 09:40:43 PM,0.127
11/22/22 09:55:43 PM,0.126
11/22/22 10:10:43 PM,0.128
11/22/22 10:25:43 PM,0.126
11/22/22 10:40:43 PM,0.130
11/22/22 10:55:43 PM,0.127
11/22/22 11:10:43 PM,0.128
11/22/22 11:25:43 PM,0.128
11/22/22 11:40:43 PM,0.129
11/22/22 11:55:43 PM,0.136
11/23/22 12:10:43 AM,0.131
11/23/22 12:25:43 AM,0.130
11/23/22 12:40:43 AM,0.130
11/23/22 12:55:43 AM,0.138
11/23/22 01:10:43 AM,0.130
11/23/22 01:25:43 AM,0.137
11/23/22 01:40:43 AM,0.137
11/23/22 01:55:43 AM,0.135
11/23/22 02:10:43 AM,0.129
11/23/22 02:25:43 AM,0.133
11/23/22 02:40:43 AM,0.138
11/23/22 02:55:43 AM,0.129
11/23/22 03:10:43 AM,0.136
11/23/22 03:25:43 AM,0.138
11/23/22 03:40:43 AM,0.149
11/23/22 03:55:43 AM,0.147
11/23/22 04:10:43 AM,0.144
11/23/22 04:25:43 AM,0.144
11/23/22 04:40:43 AM,0.135
11/23/22 04:55:43 AM,0.135
11/23/22 05:10:43 AM,0.139
11/23/22 05:25:43 AM,0.141
11/23/22 05:40:43 AM,0.142
11/23/22 05:55:43 AM,0.142
11/23/22 06:10:43 AM,0.139
11/23/22 06:25:43 AM,0.139
11/23/22 06:40:43 AM,0.145
11/23/22 06:55:43 AM,0.140
11/23/22 07:10:43 AM,0.145
11/23/22 07:25:43 AM,0.142
11/23/22 07:40:43 AM,0.143
11/23/22 07:55:43 AM,0.143
11/23/22 08:10:43 AM,0.147
11/23/22 08:25:43 AM,0.140
11/23/22 08:40:43 AM,0.141
11/23/22 08:55:43 AM,0.139
11/23/22 09:10:43 AM,0.134
11/23/22 09:25:43 AM,0.139
11/23/22 09:40:43 AM,0.135
11/23/22 09:55:43 AM,0.132
11/23/22 10:10:43 AM,0.130
11/23/22 10:25:43 AM,0.135
11/23/22 10:40:43 AM,0.128
11/23/22 10:55:43 AM,0.125
11/23/22 11:10:43 AM,0.118
11/23/22 11:25:43 AM,0.111
11/23/22 11:40:43 AM,0.107
11/23/22 11:55:43 AM,0.116
11/23/22 12:10:43 PM,0.115
11/23/22 12:25:43 PM,0.116
11/23/22 12:40:43 PM,0.123
11/23/22 12:55:43 PM,0.126
11/23/22 01:10:43 PM,0.131
11/23/22 01:25:43 PM,0.133
11/23/22 01:40:43 PM,0.138
11/23/22 01:55:43 PM,0.138
11/23/22 02:10:43 PM,0.141
11/23/22 02:25:43 PM,0.134
11/23/22 02:40:43 PM,0.142
11/23/22 02:55:43 PM,0.138
11/23/22 03:10:43 PM,0.135
11/23/22 03:25:43 PM,0.137
11/23/22 03:40:43 PM,0.133
11/23/22 03:55:43 PM,0.137
11/23/22 04:10:43 PM,0.147
11/23/22 04:25:43 PM,0.140
11/23/22 04:40:43 PM,0.141
11/23/22 04:55:43 PM,0.135
11/23/22 05:10:43 PM,0.140
11/23/22 05:25:43 PM,0.145
11/23/22 05:40:43 PM,0.139
11/23/22 05:55:43 PM,0.144
11/23/22 06:10:43 PM,0.150
11/23/22 06:25:43 PM,0.141
11/23/22 06:40:43 PM,0.147
11/23/22 06:55:43 PM,0.151
11/23/22 07:10:43 PM,0.145
11/23/22 07:25:43 PM,0.132
11/23/22 07:40:43 PM,0.136
11/23/22 07:55:43 PM,0.139
11/23/22 08:10:43 PM,0.139
11/23/22 08:25:43 PM,0.131
11/23/22 08:40:43 PM,0.131
11/23/22 08:55:43 PM,0.138
11/23/22 09:10:43 PM,0.136
11/23/22 09:25:43 PM,0.133
11/23/22 09:40:43 PM,0.129
11/23/22 09:55:43 PM,0.127
11/23/22 10:10:43 PM,0.138
11/23/22 10:25:43 PM,0.134
11/23/22 10:40:43 PM,0.135
11/23/22 10:55:43 PM,0.133
11/23/22 11:10:43 PM,0.134
11/23/22 11:25:43 PM,0.130
11/23/22 11:40:43 PM,0.132
11/23/22 11:55:43 PM,0.134
11/24/22 12:10:43 AM,0.139
11/24/22 12:25:43 AM,0.134
11/24/22 12:40:43 AM,0.131
11/24/22 12:55:43 AM,0.137
11/24/22 01:10:43 AM,0.139
11/24/22 01:25:43 AM,0.135
11/24/22 01:40:43 AM,0.132
11/24/22 01:55:43 AM,0.132
11/24/22 02:10:43 AM,0.132
11/24/22 02:25:43 AM,0.137
11/24/22 02:40:43 AM,0.131
11/24/22 02:55:43 AM,0.131
11/24/22 03:10:43 AM,0.134
11/24/22 03:25:43 AM,0.132
11/24/22 03:40:43 AM,0.132
11/24/22 03:55:43 AM,0.141
11/24/22 04:10:43 AM,0.128
11/24/22 04:25:43 AM,0.138
11/24/22 04:40:43 AM,0.136
11/24/22 04:55:43 AM,0.138
11/24/22 05:10:43 AM,0.136
11/24/22 05:25:43 AM,0.134
11/24/22 05:40:43 AM,0.137
11/24/22 05:55:43 AM,0.135
11/24/22 06:10:43 AM,0.132
11/24/22 06:25:43 AM,0.130
11/24/22 06:40:43 AM,0.136
11/24/22 06:55:43 AM,0.131
11/24/22 07:10:43 AM,0.133
11/24/22 07:25:43 AM,0.128
11/24/22 07:40:43 AM,0.130
11/24/22 07:55:43 AM,0.127
11/24/22 08:10:43 AM,0.130
11/24/22 08:25:43 AM,0.125
11/24/22 08:40:43 AM,0.124
11/24/22 08:55:43 AM,0.120
11/24/22 09:10:43 AM,0.126
11/24/22 09:25:43 AM,0.124
11/24/22 09:40:43 AM,0.128
11/24/22 09:55:43 AM,0.127
11/24/22 10:10:43 AM,0.119
11/24/22 10:25:43 AM,0.113
11/24/22 10:40:43 AM,0.111
11/24/22 10:55:43 AM,0.110
11/24/22 11:10:43 AM,0.104
11/24/22 11:25:43 AM,0.104
11/24/22 11:40:43 AM,0.094
11/24/22 11:55:43 AM,0.096
11/24/22 12:10:43 PM,0.099
11/24/22 12:25:43 PM,0.094
11/24/22 12:40:43 PM,0.099
11/24/22 12:55:43 PM,0.109
11/24/22 01:10:43 PM,0.120
11/24/22 01:25:43 PM,0.121
11/24/22 01:40:43 PM,0.119
11/24/22 01:55:43 PM,0.131
11/24/22 02:10:43 PM,0.125
11/24/22 02:25:43 PM,0.118
11/24/22 02:40:43 PM,0.120
11/24/22 02:55:43 PM,0.126
11/24/22 03:10:43 PM,0.126
11/24/22 03:25:43 PM,0.123
11/24/22 03:40:43 PM,0.124
11/24/22 03:55:43 PM,0.125
11/24/22 04:10:43 PM,0.129
11/24/22 04:25:43 PM,0.125
11/24/22 04:40:43 PM,0.125
11/24/22 04:55:43 PM,0.129
11/24/22 05:10:43 PM,0.129
11/24/22 05:25:43 PM,0.131
11/24/22 05:40:43 PM,0.132
11/24/22 05:55:43 PM,0.135
11/24/22 06:10:43 PM,0.134
11/24/22 06:25:43 PM,0.130
11/24/22 06:40:43 PM,0.134
11/24/22 06:55:43 PM,0.137
11/24/22 07:10:43 PM,0.132
11/24/22 07:25:43 PM,0.132
11/24/22 07:40:43 PM,0.132
11/24/22 07:55:43 PM,0.135
11/24/22 08:10:43 PM,0.132
11/24/22 08:25:43 PM,0.136
11/24/22 08:40:43 PM,0.138
11/24/22 08:55:43 PM,0.135
11/24/22 09:10:43 PM,0.142
11/24/22 09:25:43 PM,0.138
11/24/22 09:40:43 PM,0.135
11/24/22 09:55:43 PM,0.133
11/24/22 10:10:43 PM,0.138
11/24/22 10:25:43 PM,0.133
11/24/22 10:40:43 PM,0.131
11/24/22 10:55:43 PM,0.137
11/24/22 11:10:43 PM,0.138
11/24/22 11:25:43 PM,0.127
11/24/22 11:40:43 PM,0.130
11/24/22 11:55:43 PM,0.137
11/25/22 12:10:43 AM,0.132
11/25/22 12:25:43 AM,0.128
11/25/22 12:40:43 AM,0.144
11/25/22 12:55:43 AM,0.137
11/25/22 01:10:43 AM,0.133
11/25/22 01:25:43 AM,0.138
11/25/22 01:40:43 AM,0.136
11/25/22 01:55:43 AM,0.133
11/25/22 02:10:43 AM,0.126
11/25/22 02:25:43 AM,0.128
11/25/22 02:40:43 AM,0.133
11/25/22 02:55:43 AM,0.135
11/25/22 03:10:43 AM,0.128
11/25/22 03:25:43 AM,0.131
11/25/22 03:40:43 AM,0.137
11/25/22 03:55:43 AM,0.130
11/25/22 04:10:43 AM,0.135
11/25/22 04:25:43 AM,0.134
11/25/22 04:40:43 AM,0.136
11/25/22 04:55:43 AM,0.135
11/25/22 05:10:43 AM,0.134
11/25/22 05:25:43 AM,0.136
11/25/22 05:40:43 AM,0.131
11/25/22 05:55:43 AM,0.135
11/25/22 06:10:43 AM,0.127
11/25/22 06:25:43 AM,0.130
11/25/22 06:40:43 AM,0.124
11/25/22 06:55:43 AM,0.123
11/25/22 07:10:43 AM,0.122
11/25/22 07:25:43 AM,0.123
11/25/22 07:40:43 AM,0.126
11/25/22 07:55:43 AM,0.126
11/25/22 08:10:43 AM,0.126
11/25/22 08:25:43 AM,0.121
11/25/22 08:40:43 AM,0.120
11/25/22 08:55:43 AM,0.122
11/25/22 09:10:43 AM,0.122
11/25/22 09:25:43 AM,0.124
11/25/22 09:40:43 AM,0.125
11/25/22 09:55:43 AM,0.129
11/25/22 10:10:43 AM,0.115
11/25/22 10:25:43 AM,0.111
11/25/22 10:40:43 AM,0.107
11/25/22 10:55:43 AM,0.108
11/25/22 11:10:43 AM,0.100
11/25/22 11:25:43 AM,0.099
11/25/22 11:40:43 AM,0.097
11/25/22 11:55:43 AM,0.090
11/25/22 12:10:43 PM,0.097
11/25/22 12:25:43 PM,0.105
11/25/22 12:40:43 PM,0.103
11/25/22 12:55:43 PM,0.108
11/25/22 01:10:43 PM,0.106
11/25/22 01:25:43 PM,0.112
11/25/22 01:40:43 PM,0.115
11/25/22 01:55:43 PM,0.123
11/25/22 02:10:43 PM,0.121
11/25/22 02:25:43 PM,0.118
11/25/22 02:40:43 PM,0.116
11/25/22 02:55:43 PM,0.115
11/25/22 03:10:43 PM,0.115
11/25/22 03:25:43 PM,0.120
11/25/22 03:40:43 PM,0.124
11/25/22 03:55:43 PM,0.126
11/25/22 04:10:43 PM,0.126
11/25/22 04:25:43 PM,0.126
11/25/22 04:40:43 PM,0.126
11/25/22 04:55:43 PM,0.125
11/25/22 05:10:43 PM,0.127
11/25/22 05:25:43 PM,0.132
11/25/22 05:40:43 PM,0.126
11/25/22 05:55:43 PM,0.131
11/25/22 06:10:43 PM,0.128
11/25/22 06:25:43 PM,0.126
11/25/22 06:40:43 PM,0.129
11/25/22 06:55:43 PM,0.128
11/25/22 07:10:43 PM,0.130
11/25/22 07:25:43 PM,0.125
11/25/22 07:40:43 PM,0.127
11/25/22 07:55:43 PM,0.124
11/25/22 08:10:43 PM,0.121
11/25/22 08:25:43 PM,0.129
11/25/22 08:40:43 PM,0.129
11/25/22 08:55:43 PM,0.126
11/25/22 09:10:43 PM,0.121
11/25/22 09:25:43 PM,0.128
11/25/22 09:40:43 PM,0.125
11/25/22 09:55:43 PM,0.125
11/25/22 10:10:43 PM,0.124
11/25/22 10:25:43 PM,0.125
11/25/22 10:40:43 PM,0.129
11/25/22 10:55:43 PM,0.127
11/25/22 11:10:43 PM,0.129
11/25/22 11:25:43 PM,0.131
11/25/22 11:40:43 PM,0.128
11/25/22 11:55:43 PM,0.125
11/26/22 12:10:43 AM,0.127
11/26/22 12:25:43 AM,0.126
11/26/22 12:40:43 AM,0.133
11/26/22 12:55:43 AM,0.130
11/26/22 01:10:43 AM,0.127
11/26/22 01:25:43 AM,0.129
11/26/22 01:40:43 AM,0.129
11/26/22 01:55:43 AM,0.131
11/26/22 02:10:43 AM,0.127
11/26/22 02:25:43 AM,0.124
11/26/22 02:40:43 AM,0.128
11/26/22 02:55:43 AM,0.134
11/26/22 03:10:43 AM,0.134
11/26/22 03:25:43 AM,0.129
11/26/22 03:40:43 AM,0.120
11/26/22 03:55:43 AM,0.125
11/26/22 04:10:43 AM,0.131
11/26/22 04:25:43 AM,0.127
11/26/22 04:40:43 AM,0.129
11/26/22 04:55:43 AM,0.126
11/26/22 05:10:43 AM,0.125
11/26/22 05:25:43 AM,0.126
11/26/22 05:40:43 AM,0.123
11/26/22 05:55:43 AM,0.134
11/26/22 06:10:43 AM,0.120
11/26/22 06:25:43 AM,0.129
11/26/22 06:40:43 AM,0.140
11/26/22 06:55:43 AM,0.127
11/26/22 07:10:43 AM,0.128
11/26/22 07:25:43 AM,0.128
11/26/22 07:40:43 AM,0.122
11/26/22 07:55:43 AM,0.119
11/26/22 08:10:43 AM,0.120
11/26/22 08:25:43 AM,0.126
11/26/22 08:40:43 AM,0.119
11/26/22 08:55:43 AM,0.122
11/26/22 09:10:43 AM,0.119
11/26/22 09:25:43 AM,0.122
11/26/22 09:40:43 AM,0.124
11/26/22 09:55:43 AM,0.123
11/26/22 10:10:43 AM,0.113
11/26/22 10:25:43 AM,0.110
11/26/22 10:40:43 AM,0.111
11/26/22 10:55:43 AM,0.105
11/26/22 11:10:43 AM,0.108
11/26/22 11:25:43 AM,0.093
11/26/22 11:40:43 AM,0.099
11/26/22 11:55:43 AM,0.100
11/26/22 12:10:43 PM,0.104
11/26/22 12:25:43 PM,0.103
11/26/22 12:40:43 PM,0.108
11/26/22 12:55:43 PM,0.109
11/26/22 01:10:43 PM,0.113
11/26/22 01:25:43 PM,0.115
11/26/22 01:40:43 PM,0.119
11/26/22 01:55:43 PM,0.125
11/26/22 02:10:43 PM,0.125
11/26/22 02:25:43 PM,0.120
11/26/22 02:40:43 PM,0.130
11/26/22 02:55:43 PM,0.125
11/26/22 03:10:43 PM,0.121
11/26/22 03:25:43 PM,0.126
11/26/22 03:40:43 PM,0.131
11/26/22 03:55:43 PM,0.133
11/26/22 04:10:43 PM,0.130
11/26/22 04:25:43 PM,0.136
11/26/22 04:40:43 PM,0.135
11/26/22 04:55:43 PM,0.145
11/26/22 05:10:43 PM,0.142
11/26/22 05:25:43 PM,0.136
11/26/22 05:40:43 PM,0.134
11/26/22 05:55:43 PM,0.137
11/26/22 06:10:43 PM,0.130
11/26/22 06:25:43 PM,0.136
11/26/22 06:40:43 PM,0.138
11/26/22 06:55:43 PM,0.140
11/26/22 07:10:43 PM,0.141
11/26/22 07:25:43 PM,0.138
11/26/22 07:40:43 PM,0.135
11/26/22 07:55:43 PM,0.132
11/26/22 08:10:43 PM,0.133
11/26/22 08:25:43 PM,0.135
11/26/22 08:40:43 PM,0.137
11/26/22 08:55:43 PM,0.133
11/26/22 09:10:43 PM,0.136
11/26/22 09:25:43 PM,0.129
11/26/22 09:40:43 PM,0.124
11/26/22 09:55:43 PM,0.129
11/26/22 10:10:43 PM,0.129
11/26/22 10:25:43 PM,0.120
11/26/22 10:40:43 PM,0.125
11/26/22 10:55:43 PM,0.127
11/26/22 11:10:43 PM,0.122
11/26/22 11:25:43 PM,0.122
11/26/22 11:40:43 PM,0.122
11/26/22 11:55:43 PM,0.118
11/27/22 12:10:43 AM,0.126
11/27/22 12:25:43 AM,0.122
11/27/22 12:40:43 AM,0.127
11/27/22 12:55:43 AM,0.130
11/27/22 01:10:43 AM,0.130
11/27/22 01:25:43 AM,0.123
11/27/22 01:40:43 AM,0.127
11/27/22 01:55:43 AM,0.118
11/27/22 02:10:43 AM,0.123
11/27/22 02:25:43 AM,0.122
11/27/22 02:40:43 AM,0.117
11/27/22 02:55:43 AM,0.119
11/27/22 03:10:43 AM,0.121
11/27/22 03:25:43 AM,0.124
11/27/22 03:40:43 AM,0.119
11/27/22 03:55:43 AM,0.117
11/27/22 04:10:43 AM,0.120
11/27/22 04:25:43 AM,0.115
11/27/22 04:40:43 AM,0.120
11/27/22 04:55:43 AM,0.124
11/27/22 05:10:43 AM,0.119
11/27/22 05:25:43 AM,0.118
11/27/22 05:40:43 AM,0.115
11/27/22 05:55:43 AM,0.119
11/27/22 06:10:43 AM,0.128
11/27/22 06:25:43 AM,0.122
11/27/22 06:40:43 AM,0.124
11/27/22 06:55:43 AM,0.123
11/27/22 07:10:43 AM,0.123
11/27/22 07:25:43 AM,0.120
11/27/22 07:40:43 AM,0.118
11/27/22 07:55:43 AM,0.117
11/27/22 08:10:43 AM,0.117
11/27/22 08:25:43 AM,0.116
11/27/22 08:40:43 AM,0.121
11/27/22 08:55:43 AM,0.114
11/27/22 09:10:43 AM,0.117
11/27/22 09:25:43 AM,0.121
11/27/22 09:40:43 AM,0.117
11/27/22 09:55:43 AM,0.116
11/27/22 10:10:43 AM,0.111
11/27/22 10:25:43 AM,0.114
11/27/22 10:40:43 AM,0.108
11/27/22 10:55:43 AM,0.103
11/27/22 11:10:43 AM,0.101
11/27/22 11:25:43 AM,0.098
11/27/22 11:40:43 AM,0.091
11/27/22 11:55:43 AM,0.105
11/27/22 12:10:43 PM,0.097
11/27/22 12:25:43 PM,0.099
11/27/22 12:40:43 PM,0.111
11/27/22 12:55:43 PM,0.115
11/27/22 01:10:43 PM,0.111
11/27/22 01:25:43 PM,0.116
11/27/22 01:40:43 PM,0.120
11/27/22 01:55:43 PM,0.127
11/27/22 02:10:43 PM,0.123
11/27/22 02:25:43 PM,0.123
11/27/22 02:40:43 PM,0.116
11/27/22 02:55:43 PM,0.122
11/27/22 03:10:43 PM,0.120
11/27/22 03:25:43 PM,0.123
11/27/22 03:40:43 PM,0.124
11/27/22 03:55:43 PM,0.119
11/27/22 04:10:43 PM,0.127
11/27/22 04:25:43 PM,0.116
11/27/22 04:40:43 PM,0.127
11/27/22 04:55:43 PM,0.125
11/27/22 05:10:43 PM,0.120
11/27/22 05:25:43 PM,0.114
11/27/22 05:40:43 PM,0.124
11/27/22 05:55:43 PM,0.121
11/27/22 06:10:43 PM,0.125
11/27/22 06:25:43 PM,0.124
11/27/22 06:40:43 PM,0.126
11/27/22 06:55:43 PM,0.128
11/27/22 07:10:43 PM,0.122
11/27/22 07:25:43 PM,0.124
11/27/22 07:40:43 PM,0.132
11/27/22 07:55:43 PM,0.126
11/27/22 08:10:43 PM,0.116
11/27/22 08:25:43 PM,0.119
11/27/22 08:40:43 PM,0.114
11/27/22 08:55:43 PM,0.120
11/27/22 09:10:43 PM,0.118
11/27/22 09:25:43 PM,0.127
11/27/22 09:40:43 PM,0.116
11/27/22 09:55:43 PM,0.116
11/27/22 10:10:43 PM,0.120
11/27/22 10:25:43 PM,0.115
11/27/22 10:40:43 PM,0.114
11/27/22 10:55:43 PM,0.121
11/27/22 11:10:43 PM,0.128
11/27/22 11:25:43 PM,0.122
11/27/22 11:40:43 PM,0.117
11/27/22 11:55:43 PM,0.121
11/28/22 12:10:43 AM,0.116
11/28/22 12:25:43 AM,0.115
11/28/22 12:40:43 AM,0.123
11/28/22 12:55:43 AM,0.124
11/28/22 01:10:43 AM,0.118
11/28/22 01:25:43 AM,0.121
11/28/22 01:40:43 AM,0.120
11/28/22 01:55:43 AM,0.120
11/28/22 02:10:43 AM,0.125
11/28/22 02:25:43 AM,0.108
11/28/22 02:40:43 AM,0.116
11/28/22 02:55:43 AM,0.120
11/28/22 03:10:43 AM,0.127
11/28/22 03:25:43 AM,0.124
11/28/22 03:40:43 AM,0.119
11/28/22 03:55:43 AM,0.127
11/28/22 04:10:43 AM,0.128
11/28/22 04:25:43 AM,0.118
11/28/22 04:40:43 AM,0.126
11/28/22 04:55:43 AM,0.133
11/28/22 05:10:43 AM,0.135
11/28/22 05:25:43 AM,0.131
11/28/22 05:40:43 AM,0.131
11/28/22 05:55:43 AM,0.133
11/28/22 06:10:43 AM,0.137
11/28/22 06:25:43 AM,0.135
11/28/22 06:40:43 AM,0.139
11/28/22 06:55:43 AM,0.144
11/28/22 07:10:43 AM,0.138
11/28/22 07:25:43 AM,0.137
11/28/22 07:40:43 AM,0.144
11/28/22 07:55:43 AM,0.143
11/28/22 08:10:43 AM,0.149
11/28/22 08:25:43 AM,0.150
11/28/22 08:40:43 AM,0.145
11/28/22 08:55:43 AM,0.138
11/28/22 09:10:43 AM,0.137
11/28/22 09:25:43 AM,0.140
11/28/22 09:40:43 AM,0.141
11/28/22 09:55:43 AM,0.141
11/28/22 10:10:43 AM,0.140
11/28/22 10:25:43 AM,0.132
11/28/22 10:40:43 AM,0.126
11/28/22 10:55:43 AM,0.123
11/28/22 11:10:43 AM,0.126
11/28/22 11:25:43 AM,0.124
11/28/22 11:40:43 AM,0.114
11/28/22 11:55:43 AM,0.117
11/28/22 12:10:43 PM,0.120
11/28/22 12:25:43 PM,0.112
11/28/22 12:40:43 PM,0.124
11/28/22 12:55:43 PM,0.133
11/28/22 01:10:43 PM,0.140
11/28/22 01:25:43 PM,0.142
11/28/22 01:40:43 PM,0.138
11/28/22 01:55:43 PM,0.136
11/28/22 02:10:43 PM,0.142
11/28/22 02:25:43 PM,0.139
11/28/22 02:40:43 PM,0.134
11/28/22 02:55:43 PM,0.134
11/28/22 03:10:43 PM,0.142
11/28/22 03:25:43 PM,0.149
11/28/22 03:40:43 PM,0.139
11/28/22 03:55:43 PM,0.145
11/28/22 04:10:43 PM,0.144
11/28/22 04:25:43 PM,0.151
11/28/22 04:40:43 PM,0.147
11/28/22 04:55:43 PM,0.149
11/28/22 05:10:43 PM,0.149
11/28/22 05:25:43 PM,0.149
11/28/22 05:40:43 PM,0.149
11/28/22 05:55:43 PM,0.142
11/28/22 06:10:43 PM,0.143
11/28/22 06:25:43 PM,0.151
11/28/22 06:40:43 PM,0.141
11/28/22 06:55:43 PM,0.139
11/28/22 07:10:43 PM,0.145
11/28/22 07:25:43 PM,0.148
11/28/22 07:40:43 PM,0.145
11/28/22 07:55:43 PM,0.145
11/28/22 08:10:43 PM,0.141
11/28/22 08:25:43 PM,0.144
11/28/22 08:40:43 PM,0.138
11/28/22 08:55:43 PM,0.139
11/28/22 09:10:43 PM,0.139
11/28/22 09:25:43 PM,0.140
11/28/22 09:40:43 PM,0.141
11/28/22 09:55:43 PM,0.132
11/28/22 10:10:43 PM,0.136
11/28/22 10:25:43 PM,0.137
11/28/22 10:40:43 PM,0.134
11/28/22 10:55:43 PM,0.137
11/28/22 11:10:43 PM,0.131
11/28/22 11:25:43 PM,0.133
11/28/22 11:40:43 PM,0.139
11/28/22 11:55:43 PM,0.140
11/29/22 12:10:43 AM,0.133
11/29/22 12:25:43 AM,0.132
11/29/22 12:40:43 AM,0.136
11/29/22 12:55:43 AM,0.134
11/29/22 01:10:43 AM,0.135
11/29/22 01:25:43 AM,0.132
11/29/22 01:40:43 AM,0.126
11/29/22 01:55:43 AM,0.129
11/29/22 02:10:43 AM,0.132
11/29/22 02:25:43 AM,0.128
11/29/22 02:40:43 AM,0.131
11/29/22 02:55:43 AM,0.129
11/29/22 03:10:43 AM,0.122
11/29/22 03:25:43 AM,0.125
11/29/22 03:40:43 AM,0.123
11/29/22 03:55:43 AM,0.118
11/29/22 04:10:43 AM,0.119
11/29/22 04:25:43 AM,0.119
11/29/22 04:40:43 AM,0.123
11/29/22 04:55:43 AM,0.122
11/29/22 05:10:43 AM,0.119
11/29/22 05:25:43 AM,0.116
11/29/22 05:40:43 AM,0.111
11/29/22 05:55:43 AM,0.116
11/29/22 06:10:43 AM,0.113
11/29/22 06:25:43 AM,0.109
11/29/22 06:40:43 AM,0.110
11/29/22 06:55:43 AM,0.109
11/29/22 07:10:43 AM,0.113
11/29/22 07:25:43 AM,0.106
11/29/22 07:40:43 AM,0.109
11/29/22 07:55:43 AM,0.114
11/29/22 08:10:43 AM,0.109
